Ligand,Additive,Base,Arylhalide,Yield
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 16 16 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,2.086409943
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 19 23 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,19.84794125
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 16 16 17 16 17 19 16 16 18 22 19 18 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,68.06627781
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 19 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 23 16 22 16 16 22 16 20 13,70.25926715
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 19 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 23 16 22 16 16 22 16 20 13,42.79858664
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 19 21 18 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,38.94339394
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 16 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 16 23 22 16 16 22 16 20 13,2.249906301
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 21 22 16 19 23 22 16 20 16 22 16 16 22 16 21 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,12.33593597
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 16 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,49.985461
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 27 16 17 16 22 16 16 22 16 20 27 18 22 16 20 16 21 22 16 16 22 23 19 21 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 23 16 22 16 16 22 16 20 13,24.72320112
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 19 16 17 16 20 22 16 19 23 22 16 20 18 22 19 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 16 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,1.682541771
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 27 16 17 16 22 16 16 22 16 20 27 18 22 16 20 16 21 22 16 16 22 23 19 21 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 23 22 16 16 22 16 20 13,19.96336659
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 16 17 16 17 19 16 16 18 22 19 18 16 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 23 16 22 16 16 22 16 20 13,16.4099085
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 19 16 17 16 20 22 16 19 23 22 16 20 18 22 19 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 23 16 22 16 16 22 16 20 13,2.413308832
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 20 21 22 16 17 16 22 16 16 22 16 21 18 19 23 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,29.83775681
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 23 22 16 16 22 16 20 13,83.87445444
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 27 16 17 16 22 16 16 22 16 20 27 18 22 16 20 16 21 22 16 16 22 23 19 21 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 23 22 16 16 22 16 20 13,54.77135423
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 27 16 17 16 22 16 16 22 16 20 27 18 22 16 20 16 21 22 16 16 22 23 19 21 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,60.8676331
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 17 23 21 16 22 16 16 22 16 21 18 22 23 19 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,38.74519603
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 20 21 22 16 19 23 22 16 20 16 22 16 16 22 16 21 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,0.689951869
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 19 22 16 17 19 16 18 16 20 22 16 16 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,1.468935867
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 19 16 17 16 20 22 16 19 23 22 16 20 18 22 19 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,4.88514688
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 16 16 17 16 18 22 23 19 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,76.98654081
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 17 23 21 16 22 16 16 22 16 21 18 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 23 22 16 16 22 16 20 13,63.06191521
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 22 23 19 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 23 16 22 16 16 22 16 20 13,55.00354925
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 19 16 17 16 20 22 23 19 16 22 16 20 18 22 19 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 23 16 22 16 16 22 16 20 13,60.25206697
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 20 17 23 17 16 16 21 22 16 16 22 16 16 22 16 21 18 16 16 26 22 16 16 22 16 16 22 16 26 18 22 16 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,11.73173458
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 19 16 17 16 20 22 16 19 23 22 16 20 18 22 19 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,0.518126221
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 21 22 16 19 23 22 16 20 16 22 16 16 22 16 21 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 23 22 16 16 22 16 20 13,6.275458681
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,39.19686382
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 16 19 23 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,13.5242012
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 19 16 17 16 20 22 23 19 16 22 16 20 18 22 19 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,0.0
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 19 16 17 16 20 22 23 19 16 22 16 20 18 22 19 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 16 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,0.0
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 16 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,35.08872433
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 19 16 20 22 23 19 16 17 16 17 19 16 16 18 22 19 18 22 16 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 16 16 20 22 23 16 22 16 16 22 16 20 13,83.17489955
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 27 16 17 16 22 16 16 22 16 20 27 18 22 16 20 16 21 22 16 16 22 23 19 21 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,22.67787637
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 34 21 18 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 23 22 16 16 22 16 20 13,58.35068095
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 19 22 16 17 19 16 18 16 20 22 16 16 22 23 19 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 23 22 16 16 22 16 20 13,10.8296376
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 20 22 16 16 17 16 18 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 54 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,61.04819615
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 20 17 16 21 22 16 16 22 16 16 22 16 21 18 22 23 19 16 22 16 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 48 16 20 22 23 16 22 16 16 22 16 20 13,69.8410056
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 20 21 22 16 17 16 22 16 16 22 16 21 18 19 23 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 54 16 20 22 23 16 22 16 16 22 16 20 13,65.48767084
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 16 16 16 16 16 26 18 16 32 16 16 16 16 16 32 18 16 22 16 16 22 16 21 13,12 19 22 16 17 19 16 18 16 20 22 23 19 16 17 16 21 22 16 16 22 16 34 21 18 22 16 20 13,12 16 23 17 16 18 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 45 17 23 17 16 18 16 18 17 23 17 16 18 16 18 22 23 16 16 13,12 48 16 20 22 16 16 22 16 17 19 16 18 16 22 16 20 13,6.840870887
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 16 16 17 16 18 22 23 19 20 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 54 16 20 22 23 16 22 16 16 22 16 20 13,86.78620377
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 20 22 16 16 22 23 19 20 13,12 16 16 17 16 18 17 16 18 39 23 22 16 17 23 17 16 18 16 18 39 23 17 16 18 16 13,12 16 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,0.375286042
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 26 17 16 16 32 16 43 18 16 16 17 16 32 18 16 16 43 16 26 18 16 58 17 16 76 18 16 16 17 16 16 76 16 98 18 16 16 98 16 58 18 16 17 19 16 18 22 16 16 22 16 21 19 16 13,12 16 16 19 16 17 16 20 22 16 19 23 22 16 20 18 22 19 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 16 16 22 16 17 16 16 18 16 22 16 20 13,33.47151562
12 16 16 17 16 18 16 17 16 22 16 17 16 17 16 18 16 18 16 22 16 20 16 17 16 18 16 18 22 16 20 16 21 22 16 17 45 17 16 17 16 18 17 16 18 16 18 16 17 16 18 17 16 18 16 18 16 22 16 16 22 16 21 13,12 16 16 19 16 17 16 20 22 23 19 16 22 16 20 18 22 19 13,12 16 23 20 16 16 16 23 21 16 20 22 23 16 16 16 21 13,12 48 16 20 22 16 16 22 16 17 16 17 27 18 17 27 18 27 18 16 22 16 20 13,48.69500261
